"W_steps","sd_pbar_lo_mean","sd_pbar_lo_se","sd_pbar_hi_mean","sd_pbar_hi_se","gs_raw_lo_mean","gs_raw_lo_se","gs_raw_hi_mean","gs_raw_hi_se","gs_adj_lo_mean","gs_adj_lo_se","gs_adj_hi_mean","gs_adj_hi_se","mae_raw_lo_mean","mae_raw_lo_se","mae_raw_hi_mean","mae_raw_hi_se","mae_adj_lo_mean","mae_adj_lo_se","mae_adj_hi_mean","mae_adj_hi_se","true_gs_mean","true_gs_se","W_over_tauP"
1,1.00539253654757,0.00427553905839406,1.00170319334448,0.00404511785602586,26.5810660144045,0.181467622284473,25.3160759754443,0.257971022062385,14.1485538160071,0.156476373927109,13.1927124836424,0.226008510550107,0.28770249769393,0.00405454500906269,0.266018632720748,0.00413512270287004,0.157817954895443,0.00205769141652463,0.138137695640401,0.00285561209181714,8.1381817072572,0.157694379878287,0.004
25,0.982568903698536,0.00236229776667253,0.984467731692133,0.00244458901792891,26.3765316012909,0.214706036907448,25.2297065976793,0.176473926642397,14.1906863456561,0.22458692076322,13.2300072136819,0.208029784585854,0.28593701483867,0.00375459534604011,0.264269106732468,0.00317477047854509,0.158467925224256,0.00351331815858273,0.140534923835047,0.00205035044447601,8.1381817072572,0.157694379878287,0.1
100,0.932685027499229,0.00339659011650071,0.937370132623455,0.00276563460124365,25.801465013866,0.224435187707768,24.866817354346,0.185567144164276,13.9852549036488,0.125982000712215,13.4986382491487,0.159139061648323,0.277445398332259,0.0041748582420322,0.259068485606954,0.00292064787188597,0.154924936436094,0.00130783296453417,0.140503668699143,0.00208261367147297,8.1381817072572,0.157694379878287,0.4
250,0.857285440709404,0.00235900564759603,0.861034670102099,0.00401585489144571,25.160784965362,0.262318032331579,23.9303999360353,0.29633635759712,14.227501440546,0.191490922930087,13.1804543649367,0.283481689635512,0.26665232414651,0.00402369033909394,0.247007315597094,0.0037378547259257,0.154757603370852,0.00237937789990411,0.140128405182242,0.00257975414514565,8.1381817072572,0.157694379878287,1
500,0.75419335565028,0.00175481544612325,0.755681511270025,0.00218681697756506,23.8031214566094,0.302582677756456,22.7808930652136,0.266742900882828,13.9810977193161,0.23586328036177,13.1415556693598,0.255973334386881,0.248448232655164,0.004517621680928,0.229777381755226,0.0037192191591746,0.152023952775372,0.00291611764612454,0.135649902631867,0.0024821866993231,8.1381817072572,0.157694379878287,2
1000,0.615600279411631,0.00205954727423619,0.612579329234782,0.00226757321750505,22.1451767978806,0.240477130605253,20.6695651581967,0.255765247591059,13.8730474278734,0.182831424896463,12.9055101246878,0.138178952734923,0.225941537651299,0.0036856286989903,0.1994218679122,0.00324390791584536,0.154311726509212,0.00135660461992336,0.128894780889225,0.00140859759308643,8.1381817072572,0.157694379878287,4
2500,0.422654838585602,0.00169212054040743,0.426525076165514,0.00084787983523812,18.7608412025043,0.238526294840999,17.7403314641056,0.245592209096315,13.8337008662353,0.218786943814647,12.7747844758849,0.223696330159761,0.184638437859916,0.00177475571769597,0.162206786527177,0.00200955480810332,0.150117660896576,0.00225120437078635,0.12246760157521,0.00168707572713651,8.1381817072572,0.157694379878287,10
5000,0.308203902689049,0.000575173539900802,0.309761891186018,0.000345192699067639,16.7280586345571,0.191581892820063,15.2986417053717,0.160246382211768,13.9827763983125,0.133961544752788,12.2015376672242,0.128166411264195,0.167898911362407,0.00155964014676798,0.134919660911439,0.00247233399179731,0.156130397456353,0.00174863390823789,0.117810704415245,0.00138266594388606,8.1381817072572,0.157694379878287,20
