"diff_total_coupling_mean","diff_total_coupling_se","diff_spurious_abs_coupling_mean","diff_spurious_abs_coupling_se","diff_global_strength_mean","diff_global_strength_se","diff_mae_all_mean","diff_mae_all_se","diff_mae_true_zero_mean","diff_mae_true_zero_se","diff_mae_true_nonzero_mean","diff_mae_true_nonzero_se","diff_phantom_mean","diff_phantom_se","pct_reps_naive_gt_adjusted_total","pct_reps_naive_gt_adjusted_spurious","pct_reps_naive_gt_adjusted_gs","pct_reps_naive_gt_adjusted_mtz","n_reps"
2.33425954229448,0.031557521925677,0.739838913071721,0.033530036684822,1.43983794531605,0.0355641218265074,0.0298800649708075,0.0010115680002688,0.0284553428104508,0.00128961679557008,0.0335843425877349,0.00274670905140675,5.5,0.385811579287926,100,100,100,100,30
